id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
3622,Washington,0,0,White,45,High school,1,40,0,0,85,0,80,0,100,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3623,Missouri,1,0,White,80,Graduate degree,0,0,0,0,80,10,90,15,90,75,15,80,90,80,20,40,40,45,80,100,0,1,1,0,Voted for Biden
3624,North Carolina,0,0,White,59,High school,1,40,0,0,15,95,15,85,0,15,60,85,35,25,85,95,50,85,100,95,1,1,0,1,Voted for Trump
3625,Texas,0,0,White,69,Bachelor's degree,1,15,0,0,90,5,85,40,90,60,15,80,75,80,20,30,35,30,45,100,0,1,1,0,Voted for Biden
3626,Wisconsin,1,0,Black,47,Some college,1,45,0,0,85,0,100,0,100,70,0,50,50,50,30,0,15,30,40,100,0,1,1,0,Voted for Biden
3627,Indiana,1,0,White,60,Bachelor's degree,1,40,0,0,0,100,0,100,15,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3628,Virginia,1,0,White,39,Bachelor's degree,1,15,0,0,70,15,60,50,85,70,40,70,60,50,40,60,50,50,40,70,0,1,0,0,Voted for third party
3629,California,0,0,White,80,Some college,0,0,1,0,15,100,0,100,30,0,85,50,40,70,70,100,85,30,85,85,1,1,0,1,Voted for Trump
3630,Florida,0,0,White,58,High school,0,10,0,0,30,90,30,85,40,0,60,10,40,10,60,70,70,50,70,50,0,1,0,1,Voted for Trump
3631,Arizona,0,0,White,62,Some college,1,40,0,0,40,85,60,100,40,30,85,100,30,60,40,95,90,0,100,100,0,1,0,1,Voted for Trump
3632,New York,1,0,Black,48,Some college,1,40,0,0,85,0,100,NA,100,100,0,100,50,50,70,50,50,50,50,85,0,1,1,0,Voted for Biden
3633,New York,0,0,White,35,Graduate degree,1,37,0,0,30,50,0,50,0,45,60,50,60,70,50,40,50,40,50,70,1,1,1,0,Voted for Biden
3634,California,0,1,Black,43,Bachelor's degree,1,NA,0,0,85,40,60,30,100,70,40,100,100,85,85,100,100,100,50,60,0,0,NA,NA,Did not vote
3635,Missouri,0,0,White,48,Some college,1,40,0,0,0,70,0,90,15,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3636,Illinois,1,1,Multiracial,37,Graduate degree,0,50,0,0,96,0,96,1,96,75,0,100,85,100,0,40,30,20,3,100,0,1,NA,NA,Voted for third party
3637,Illinois,0,0,White,43,Bachelor's degree,0,40,0,0,85,0,100,0,100,85,0,85,85,85,15,0,70,85,50,100,0,1,1,0,Voted for Biden
3638,Massachusetts,1,0,White,53,Bachelor's degree,1,53,0,1,85,0,100,0,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3639,Florida,0,0,Black,59,Some college,0,60,0,0,100,100,100,0,100,100,0,50,85,50,50,100,40,15,40,100,0,1,1,0,Voted for Biden
3640,Missouri,1,0,Black,24,High school,0,40,0,0,70,0,50,35,100,85,30,50,50,50,50,50,50,50,0,70,0,1,0,1,Voted for Trump
3641,Florida,0,0,White,80,Some college,0,0,0,0,100,0,0,0,100,100,0,50,100,85,0,50,100,0,100,85,0,1,1,0,Voted for Biden
3642,Michigan,0,0,White,55,Some college,0,0,0,0,85,0,100,0,100,70,30,70,50,90,40,50,60,70,60,90,1,1,1,0,Voted for Biden
3643,Virginia,1,0,Black,50,Some college,1,38,0,0,85,50,100,100,100,60,60,86,70,70,70,86,70,70,86,70,0,1,1,0,Voted for Biden
3644,Arkansas,1,0,Hispanic,22,Bachelor's degree,1,35,0,0,70,0,50,30,100,60,0,90,80,50,65,5,50,50,45,95,0,1,1,0,Voted for Biden
3645,Texas,0,0,Hispanic,57,Bachelor's degree,1,40,0,0,0,100,15,100,0,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3646,New York,1,0,Multiracial,78,High school,0,0,0,0,100,0,70,0,85,60,15,100,60,70,50,10,50,40,30,85,0,1,1,0,Voted for Biden
3647,Nevada,1,0,Hispanic,20,High school,1,7,0,0,70,0,85,10,100,60,30,50,50,80,15,50,70,60,70,100,0,1,1,0,Voted for Biden
3648,NA,0,0,White,79,High school,0,0,0,0,50,60,50,70,50,50,60,50,70,85,50,70,100,70,70,85,0,0,NA,NA,Did not vote
3649,Florida,0,0,White,42,Graduate degree,1,50,0,0,30,70,40,85,40,0,70,40,50,40,50,50,70,70,70,60,0,1,0,1,Voted for Trump
3650,Maryland,0,0,Black,55,Some college,1,40,0,0,70,0,85,30,85,60,0,70,50,70,50,50,60,50,70,100,0,1,1,0,Voted for Biden
3651,Oklahoma,0,0,White,18,Less than high school,0,0,0,0,0,100,30,100,15,0,85,0,3,80,14,92,64,5,100,98,0,0,NA,NA,Did not vote
3652,Virginia,1,0,Hispanic,18,Some college,0,3,0,0,80,35,NA,NA,90,70,40,75,80,50,40,60,55,46,50,50,0,1,1,0,Voted for Biden
3653,New Hampshire,1,0,White,NA,Some college,1,15,0,0,30,50,50,80,35,40,60,70,45,70,70,55,100,60,90,100,0,1,NA,NA,Voted for third party
3654,Vermont,0,0,Asian,36,Bachelor's degree,0,40,0,0,50,0,60,0,100,70,0,100,100,70,40,30,60,50,30,100,0,1,1,0,Voted for Biden
3655,Washington,0,0,White,57,High school,1,35,0,0,0,100,0,100,0,0,70,40,0,60,75,100,70,40,100,70,0,0,NA,NA,Did not vote
3656,California,1,0,White,61,Some college,0,0,0,0,NA,0,60,0,90,65,0,100,78,100,30,0,15,30,15,100,1,1,1,0,Voted for Biden
3657,NA,1,0,Hispanic,21,Some college,1,40,0,0,60,0,50,0,85,85,0,100,100,50,30,40,50,40,30,85,0,0,NA,NA,Did not vote
3658,Indiana,0,0,White,54,Some college,1,45,0,0,75,25,70,30,85,60,60,85,70,30,60,50,75,30,70,75,0,1,1,0,Voted for Biden
3659,Pennsylvania,0,0,White,38,Bachelor's degree,1,50,0,0,30,85,50,70,15,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3660,Wisconsin,0,0,White,73,Some college,0,0,0,1,85,0,85,0,100,85,0,85,85,85,40,15,0,70,85,85,1,1,NA,NA,Voted for third party
3661,Massachusetts,1,0,White,39,Graduate degree,0,40,0,0,80,0,85,20,93,78,9,90,86,51,40,18,30,15,51,99,0,1,1,0,Voted for Biden
3662,New Jersey,1,0,White,67,Some college,0,0,0,0,15,85,30,70,30,15,70,70,30,70,85,50,85,40,85,60,0,1,0,1,Voted for Trump
3663,Michigan,0,0,White,75,Some college,0,0,1,0,0,100,0,100,0,0,60,40,0,100,60,85,60,15,85,60,1,1,0,1,Voted for Trump
3664,Ohio,1,0,White,74,Bachelor's degree,0,0,0,0,40,85,15,50,30,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3665,Florida,0,0,White,45,Graduate degree,1,50,0,0,40,15,50,60,50,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3666,Michigan,1,0,Black,39,High school,1,40,0,0,70,0,70,50,85,85,15,85,50,70,40,50,40,40,30,50,0,1,1,0,Voted for Biden
3667,Alabama,1,0,White,80,Graduate degree,0,0,0,0,40,85,15,100,40,30,85,60,30,40,60,85,70,40,NA,60,0,1,0,1,Voted for Trump
3668,Pennsylvania,1,0,White,74,Some college,NA,0,0,0,40,85,30,100,50,50,50,50,50,50,85,50,85,50,100,85,0,1,0,1,Voted for Trump
3669,Georgia,1,0,White,41,Graduate degree,0,16,0,0,85,15,85,50,95,40,30,100,85,85,50,50,60,40,85,85,0,1,1,0,Voted for Biden
3670,New York,1,1,Hispanic,50,Less than high school,0,0,0,0,100,NA,85,100,100,100,85,50,70,70,70,70,70,50,70,50,0,1,0,1,Voted for Trump
3671,Nevada,0,0,Hispanic,32,Some college,1,20,0,0,0,0,15,30,85,30,30,100,50,50,30,50,80,30,20,100,0,0,NA,NA,Did not vote
3672,NA,0,0,Asian,47,Bachelor's degree,1,40,0,0,15,70,0,60,50,30,60,50,40,50,50,60,50,40,50,60,0,1,0,1,Voted for Trump
3673,Oklahoma,1,0,Black,46,High school,0,40,0,0,100,0,70,60,100,100,60,50,60,85,100,70,85,85,85,70,0,1,NA,NA,Voted for third party
3674,California,1,0,White,62,Graduate degree,1,40,0,1,75,0,80,15,90,70,10,85,75,65,30,30,60,40,55,100,0,1,1,0,Voted for Biden
3675,Kansas,0,0,White,45,Bachelor's degree,1,40,0,0,90,0,75,5,95,80,10,50,70,85,40,40,50,40,85,100,1,1,1,0,Voted for Biden
3676,Maryland,1,0,Black,52,Graduate degree,1,40,0,0,10,0,100,15,100,85,10,100,85,50,50,30,70,30,30,100,0,1,1,0,Voted for Biden
3677,Louisiana,1,0,Black,52,High school,0,0,0,0,15,100,15,100,15,15,100,50,0,50,70,100,70,70,100,100,0,1,0,1,Voted for Trump
3678,Alabama,1,0,White,70,High school,0,0,0,0,85,0,85,0,100,70,40,50,70,85,50,85,85,70,60,100,0,1,1,0,Voted for Biden
3679,Connecticut,0,0,White,52,Graduate degree,1,60,0,0,60,0,85,0,80,60,15,70,50,40,60,10,50,50,70,100,0,1,1,0,Voted for Biden
3680,Colorado,0,0,White,74,Graduate degree,0,0,1,0,0,85,0,100,0,0,100,15,0,15,85,100,80,30,85,60,1,1,NA,NA,Voted for third party
3681,Indiana,1,0,White,66,High school,0,0,0,0,60,30,50,50,80,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3682,New York,1,0,White,66,NA,0,0,0,0,10,15,85,15,100,100,30,85,85,85,60,70,60,70,85,100,0,1,1,0,Voted for Biden
3683,Washington,1,0,White,70,Graduate degree,0,0,0,0,85,0,70,0,100,70,15,70,85,40,40,40,85,30,80,90,0,1,1,0,Voted for Biden
3684,California,0,1,White,18,High school,0,15,0,0,35,0,40,0,30,25,0,100,60,79,12,10,30,30,15,90,1,1,1,0,Voted for Biden
3685,Colorado,1,1,White,24,Some college,1,30,0,0,60,30,85,50,100,100,85,100,50,100,100,50,80,100,100,100,0,1,0,0,Voted for third party
3686,Connecticut,0,0,Black,55,Bachelor's degree,1,50,0,0,15,30,0,60,60,30,40,45,20,0,50,70,95,40,85,95,0,1,NA,NA,Voted for third party
3687,New Jersey,1,0,Multiracial,53,Graduate degree,1,40,0,1,100,0,100,15,100,85,15,85,70,85,30,40,40,85,60,85,1,1,1,0,Voted for Biden
3688,Alabama,0,0,White,40,Some college,1,45,0,0,0,100,0,85,0,0,100,85,30,50,50,100,70,70,100,100,0,1,0,1,Voted for Trump
3689,New York,0,0,Hispanic,39,Bachelor's degree,1,40,1,0,70,0,75,15,85,85,30,85,70,70,30,0,15,50,30,90,1,1,1,0,Voted for Biden
3690,Connecticut,1,0,White,NA,Graduate degree,0,0,0,0,80,0,70,0,95,75,35,85,95,20,55,45,94,55,93,95,0,1,1,0,Voted for Biden
3691,New Hampshire,1,0,White,52,High school,0,0,0,0,0,85,0,85,0,0,70,50,15,15,50,50,50,30,100,50,0,1,0,1,Voted for Trump
3692,Pennsylvania,1,0,White,54,Some college,1,45,0,0,30,70,0,70,15,50,50,50,50,50,60,50,50,40,100,70,0,1,0,1,Voted for Trump
3693,South Carolina,1,0,White,39,Graduate degree,1,50,0,0,85,5,60,0,100,50,50,85,55,100,50,40,70,40,65,100,0,1,1,0,Voted for Biden
3694,NA,0,0,White,64,Bachelor's degree,0,40,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,0,0,NA,NA,Did not vote
3695,Texas,1,0,Hispanic,30,High school,0,0,0,0,85,100,15,15,85,100,100,50,60,85,100,0,100,50,0,0,0,0,NA,NA,Did not vote
3696,Kentucky,1,0,Black,31,Graduate degree,1,40,0,0,100,0,30,0,100,100,30,40,50,30,20,20,0,50,20,100,1,1,1,0,Voted for Biden
3697,Florida,0,0,White,37,Some college,1,50,0,0,0,100,0,100,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3698,NA,0,0,Black,40,High school,1,40,0,0,100,0,100,40,100,100,30,60,50,50,40,30,70,50,15,85,0,0,NA,NA,Did not vote
3699,Minnesota,0,0,White,80,Bachelor's degree,0,0,0,0,60,40,60,70,70,30,60,70,60,50,70,85,85,60,70,85,0,1,0,1,Voted for Trump
3700,Arkansas,0,0,White,62,Graduate degree,1,45,0,0,85,0,85,30,100,70,15,85,60,50,85,70,100,70,100,85,0,1,1,0,Voted for Biden
3701,Louisiana,0,0,White,33,Bachelor's degree,0,32,0,0,15,0,40,0,70,15,0,65,75,60,30,10,50,50,35,85,0,1,1,0,Voted for Biden
3702,Ohio,0,0,White,37,Bachelor's degree,1,45,0,0,60,15,50,0,85,60,30,60,70,50,50,30,50,50,60,70,0,1,1,0,Voted for Biden
3703,Colorado,1,0,White,52,Bachelor's degree,0,0,0,0,0,100,0,85,0,0,60,10,0,5,15,90,60,15,70,40,0,1,0,1,Voted for Trump
3704,NA,0,0,Black,48,High school,1,35,0,0,50,0,60,50,100,50,15,40,60,85,60,85,70,70,85,60,0,1,1,0,Voted for Biden
3705,Wisconsin,0,0,White,36,Some college,1,50,0,0,0,100,50,85,50,0,100,50,30,50,70,50,60,30,85,60,0,1,0,1,Voted for Trump
3706,North Dakota,1,0,White,33,Bachelor's degree,0,40,1,0,0,70,0,50,0,0,50,40,15,40,30,50,40,15,70,50,0,1,0,1,Voted for Trump
3707,Michigan,1,0,White,68,Some college,0,0,0,0,85,40,60,70,100,70,50,70,50,50,50,70,100,40,85,85,0,1,NA,NA,Voted for third party
3708,North Carolina,1,0,Black,65,Some college,0,0,0,0,100,0,NA,0,85,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3709,Texas,0,0,Hispanic,51,Bachelor's degree,1,40,0,0,30,70,15,50,30,15,60,50,40,85,70,85,70,70,85,85,0,1,0,1,Voted for Trump
3710,NA,1,0,White,25,High school,1,7,0,0,50,30,50,50,70,50,50,70,50,85,70,NA,50,60,70,70,0,0,NA,NA,Did not vote
3711,Texas,1,0,White,62,Some college,0,40,0,0,100,0,100,0,100,85,15,70,50,70,60,70,85,60,85,85,1,1,1,0,Voted for Biden
3712,NA,1,0,Hispanic,54,Less than high school,0,0,0,0,50,60,50,50,70,40,40,85,50,50,50,50,50,40,100,50,0,1,0,1,Voted for Trump
3713,South Carolina,1,0,Black,22,Some college,0,40,0,0,85,0,85,0,100,85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3714,NA,0,0,White,NA,High school,0,0,0,0,50,50,NA,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3715,Missouri,1,0,White,80,Some college,0,0,0,0,30,80,40,55,50,5,70,50,30,40,70,85,70,40,85,85,0,1,0,1,Voted for Trump
3716,Missouri,0,0,White,48,Graduate degree,1,50,0,0,0,85,50,70,60,40,85,60,15,85,30,85,40,40,85,70,0,1,0,1,Voted for Trump
3717,Virginia,1,0,White,37,Graduate degree,1,40,0,0,85,0,70,50,85,60,40,100,85,60,60,60,85,60,70,100,0,1,NA,NA,Voted for third party
3718,Ohio,0,0,White,34,Graduate degree,1,50,0,0,70,10,50,50,90,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3719,Texas,0,0,White,79,Some college,0,0,0,0,0,100,0,100,0,0,100,50,0,40,40,85,100,15,85,85,0,1,0,1,Voted for Trump
3720,Maryland,1,0,Black,80,Graduate degree,0,0,0,0,70,50,100,60,85,85,50,70,70,70,70,60,85,70,70,85,1,1,1,0,Voted for Biden
3721,Washington,1,0,White,72,Graduate degree,0,0,0,1,85,0,70,15,100,70,0,100,100,85,30,30,30,70,70,100,1,1,1,0,Voted for Biden
3722,New York,1,0,White,69,Graduate degree,1,35,0,0,50,30,60,40,30,30,30,30,50,NA,0,50,50,20,40,70,0,1,0,0,Voted for third party
3723,Pennsylvania,1,0,White,41,Some college,1,40,0,0,0,85,50,70,60,0,85,60,15,100,50,20,85,60,70,85,0,1,0,1,Voted for Trump
3724,Louisiana,1,0,White,68,Bachelor's degree,1,20,0,0,85,0,70,0,85,70,0,100,70,60,50,50,50,50,70,85,0,1,1,0,Voted for Biden
3725,Missouri,1,0,White,63,Some college,0,6,0,0,40,60,20,70,70,25,40,65,60,55,70,70,60,35,95,80,0,1,0,0,Voted for third party
3726,Alabama,1,0,Black,54,Some college,1,40,0,0,85,30,70,50,85,60,40,50,70,40,85,60,50,40,100,100,0,1,1,0,Voted for Biden
3727,Kentucky,1,0,Hispanic,58,High school,1,40,0,0,50,100,0,0,0,85,85,50,50,50,50,50,50,70,100,100,0,1,0,1,Voted for Trump
3728,Texas,1,0,White,69,Some college,0,40,0,0,0,100,0,100,0,0,60,18,18,30,50,70,60,18,70,60,0,1,0,1,Voted for Trump
3729,Missouri,0,0,White,65,High school,0,0,0,0,60,15,50,30,70,60,40,60,60,70,60,40,70,60,85,85,0,1,1,0,Voted for Biden
3730,Wisconsin,0,0,White,46,Graduate degree,0,0,0,0,100,0,100,30,100,85,30,70,60,70,40,40,40,40,85,85,0,1,1,0,Voted for Biden
3731,North Carolina,1,0,White,62,Graduate degree,1,30,0,0,55,70,80,50,80,45,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3732,Washington,0,0,White,29,Some college,0,40,NA,NA,90,0,99,0,100,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3733,Texas,1,1,White,61,High school,0,0,0,1,100,0,100,0,70,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3734,Michigan,0,0,White,52,Bachelor's degree,1,72,0,0,40,0,50,0,40,50,60,40,30,30,15,40,70,15,100,85,0,1,1,0,Voted for Biden
3735,Colorado,0,0,White,55,Bachelor's degree,1,40,0,0,0,70,0,100,0,0,30,100,0,60,15,100,85,15,85,100,0,1,0,1,Voted for Trump
3736,Arizona,1,0,White,27,Bachelor's degree,1,40,0,0,30,50,50,50,85,40,70,50,50,50,50,60,50,50,85,85,0,0,NA,NA,Did not vote
3737,Minnesota,0,0,White,60,Some college,0,40,0,0,70,15,70,0,85,80,30,50,60,85,70,15,70,60,70,100,0,1,1,0,Voted for Biden
3738,California,1,0,White,56,High school,1,49,0,0,100,30,100,30,100,85,30,100,85,40,30,40,30,20,50,70,0,1,1,0,Voted for Biden
3739,NA,1,0,White,NA,High school,1,40,0,0,30,15,40,15,70,40,30,70,60,50,30,40,50,40,40,100,0,0,NA,NA,Did not vote
3740,Colorado,0,0,White,69,Bachelor's degree,0,0,0,1,70,0,100,0,100,50,0,100,85,85,30,0,30,40,30,100,0,1,1,0,Voted for Biden
3741,New York,1,0,White,66,Some college,0,0,0,0,85,0,85,0,100,85,0,70,60,70,60,0,60,60,86,100,0,1,1,0,Voted for Biden
3742,California,1,0,White,46,Bachelor's degree,0,6,0,0,60,30,50,50,60,60,40,40,60,40,60,40,40,40,15,85,0,1,NA,NA,Voted for third party
3743,Texas,0,0,White,65,Graduate degree,1,50,0,0,100,0,100,0,100,85,0,80,75,80,75,50,80,85,90,100,1,1,1,0,Voted for Biden
3744,Indiana,0,0,White,50,Some college,1,50,0,0,70,15,70,50,85,70,30,60,50,100,30,50,60,40,85,70,0,1,1,0,Voted for Biden
3745,New Jersey,0,0,Hispanic,50,Bachelor's degree,0,50,0,0,50,85,85,70,85,70,85,50,50,50,15,50,60,40,70,60,0,1,0,1,Voted for Trump
3746,Virginia,0,0,Multiracial,29,Some college,1,40,0,0,60,0,40,55,70,40,35,65,55,55,70,55,35,40,60,95,0,1,1,0,Voted for Biden
3747,Tennessee,1,0,White,35,Graduate degree,1,50,0,0,85,0,90,15,100,75,15,53,70,NA,60,30,45,20,75,95,0,1,1,0,Voted for Biden
3748,Maryland,1,0,White,61,Some college,0,0,0,0,70,0,60,0,85,60,0,85,85,85,15,15,30,40,30,85,0,1,1,0,Voted for Biden
3749,NA,1,0,White,51,Less than high school,0,0,0,0,100,0,100,0,100,100,0,85,100,50,70,30,70,70,30,85,0,1,1,0,Voted for Biden
3750,Illinois,0,0,White,29,Some college,1,60,0,0,30,60,30,70,60,60,60,40,50,70,70,50,50,50,60,85,0,1,0,1,Voted for Trump
3751,Colorado,1,0,White,67,Bachelor's degree,1,20,0,0,100,0,100,0,100,85,15,100,85,100,30,40,85,30,85,100,1,1,1,0,Voted for Biden
3752,Ohio,0,0,White,53,Bachelor's degree,1,50,0,0,30,85,50,70,60,30,70,15,50,50,70,50,85,15,70,85,0,1,0,1,Voted for Trump
3753,New York,1,0,White,62,Bachelor's degree,1,50,0,0,85,0,85,0,85,60,0,100,50,40,50,40,100,50,100,100,0,1,1,0,Voted for Biden
3754,Texas,1,0,White,62,Graduate degree,1,35,0,0,70,15,85,50,100,85,50,85,100,85,40,60,85,85,85,100,0,1,1,0,Voted for Biden
3755,Minnesota,1,0,White,30,Bachelor's degree,0,0,0,0,50,0,85,15,70,70,40,85,85,50,50,60,50,50,60,100,0,1,1,0,Voted for Biden
3756,California,0,0,Asian,NA,Graduate degree,1,50,0,0,70,60,85,15,90,60,30,70,40,60,90,70,100,65,95,100,0,1,1,0,Voted for Biden
3757,Michigan,0,0,White,55,Some college,1,20,0,0,20,100,0,85,85,0,85,0,0,50,40,25,75,10,0,100,0,1,0,1,Voted for Trump
3758,Texas,1,0,Hispanic,31,NA,0,0,0,0,70,0,50,50,85,70,85,50,40,NA,50,50,70,60,85,50,0,1,1,0,Voted for Biden
3759,Pennsylvania,0,0,White,53,High school,1,55,0,0,50,85,30,85,60,15,85,50,0,80,5,100,100,5,100,100,0,1,0,1,Voted for Trump
3760,Michigan,1,0,Native American,66,High school,0,6,0,0,70,NA,70,30,85,70,30,85,70,50,50,50,60,60,70,85,0,1,NA,NA,Voted for third party
3761,Pennsylvania,0,0,White,80,Bachelor's degree,0,0,0,0,0,100,0,100,0,0,70,15,0,60,70,100,70,0,100,50,1,1,0,1,Voted for Trump
3762,Massachusetts,1,0,White,59,Graduate degree,1,40,0,0,85,0,85,15,100,70,15,100,100,85,60,40,50,70,70,85,1,1,1,0,Voted for Biden
3763,Georgia,1,0,White,68,Bachelor's degree,0,0,1,0,15,100,0,100,15,15,70,70,NA,70,85,85,90,60,100,70,0,1,NA,NA,Voted for third party
3764,New York,1,0,White,49,Bachelor's degree,1,40,0,0,0,100,0,100,30,0,100,50,0,70,50,60,70,50,85,85,0,1,0,1,Voted for Trump
3765,Ohio,1,0,White,70,Graduate degree,0,0,0,0,90,0,90,30,100,85,0,85,100,85,15,40,85,30,85,100,1,1,1,0,Voted for Biden
3766,California,1,0,White,36,Graduate degree,1,40,0,0,70,0,70,0,85,70,15,70,70,70,30,30,30,40,40,100,0,1,1,0,Voted for Biden
3767,Wisconsin,0,0,White,49,Some college,0,40,0,0,0,100,0,100,0,0,100,85,15,15,85,85,70,85,100,30,0,1,0,1,Voted for Trump
3768,California,0,0,Hispanic,19,Some college,0,25,0,0,70,15,50,50,85,60,50,50,30,50,60,50,70,60,85,85,0,1,1,0,Voted for Biden
3769,Pennsylvania,1,0,White,38,Graduate degree,1,40,0,0,70,0,85,0,85,65,10,100,85,60,40,30,40,60,60,100,1,1,1,0,Voted for Biden
3770,Rhode Island,1,NA,NA,NA,Graduate degree,1,45,0,0,60,50,60,50,70,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3771,Iowa,0,0,White,25,High school,1,40,0,0,0,85,0,100,30,30,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3772,NA,0,0,Native American,66,Some college,0,0,0,0,85,15,85,15,100,85,15,60,100,70,85,50,100,50,100,100,0,1,1,0,Voted for Biden
3773,Kansas,1,0,White,39,Bachelor's degree,1,15,0,0,0,NA,0,50,20,0,85,50,40,85,60,85,50,50,85,60,0,1,0,1,Voted for Trump
3774,Ohio,1,0,Black,79,Some college,0,0,0,0,70,0,70,0,100,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3775,California,0,0,White,NA,Some college,1,40,1,0,25,95,0,95,70,10,80,0,15,0,50,85,60,40,95,30,0,1,0,1,Voted for Trump
3776,Texas,0,0,White,NA,Bachelor's degree,0,60,1,0,0,100,0,100,30,30,70,50,40,50,50,60,60,40,85,50,0,1,0,1,Voted for Trump
3777,Idaho,0,0,White,52,Less than high school,0,0,0,0,0,100,0,100,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3778,Missouri,1,0,White,34,Graduate degree,1,40,0,0,75,0,70,15,90,70,10,60,60,50,35,40,45,40,50,75,0,1,1,0,Voted for Biden
3779,Texas,1,0,Hispanic,30,Graduate degree,0,0,0,0,85,15,60,15,100,70,40,50,80,70,83,15,50,60,60,100,0,1,1,0,Voted for Biden
3780,Tennessee,0,0,Black,47,High school,1,70,0,0,70,60,60,50,70,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,Did not vote
3781,Pennsylvania,0,0,White,66,Graduate degree,0,0,1,0,NA,40,50,50,30,40,60,30,30,40,50,70,70,50,85,70,0,1,NA,NA,Voted for third party
3782,Pennsylvania,0,0,White,58,Bachelor's degree,0,60,0,0,70,0,85,0,85,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3783,California,0,0,Asian,73,Some college,0,0,0,0,85,60,85,40,85,85,70,60,60,50,40,60,60,30,50,70,0,1,1,0,Voted for Biden
3784,Texas,0,1,Hispanic,26,Bachelor's degree,1,55,0,0,85,0,85,10,95,70,0,100,55,50,40,1,35,0,70,100,0,1,1,0,Voted for Biden
3785,Maryland,0,0,White,80,Graduate degree,0,0,0,1,85,NA,85,15,100,85,15,85,85,85,70,60,60,40,70,100,1,1,NA,NA,Voted for third party
3786,Kentucky,1,0,White,50,Graduate degree,1,40,0,0,30,75,30,70,70,40,60,70,60,85,65,75,60,65,80,85,0,1,0,1,Voted for Trump
3787,Georgia,0,0,White,26,Less than high school,0,1,0,0,NA,100,50,50,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
3788,Tennessee,0,0,White,54,High school,0,0,0,0,65,40,50,50,75,75,25,50,50,60,30,50,70,40,40,100,0,0,NA,NA,Did not vote
3789,New York,0,0,Black,31,Some college,1,40,0,0,60,40,70,30,85,70,40,85,70,70,30,60,60,50,40,50,0,1,1,0,Voted for Biden
3790,Maryland,1,0,NA,34,Bachelor's degree,1,40,0,0,90,0,90,0,100,85,30,85,50,85,50,50,50,40,50,60,0,1,1,0,Voted for Biden
3791,Pennsylvania,1,0,White,30,Graduate degree,1,40,0,0,70,0,70,1,90,60,10,70,60,60,40,40,40,40,50,100,0,1,1,0,Voted for Biden
3792,Maryland,0,0,White,68,Graduate degree,1,10,0,0,85,15,70,50,100,70,30,75,50,75,60,40,70,60,85,85,0,1,NA,NA,Voted for third party
3793,Georgia,1,0,White,78,High school,0,0,0,0,0,85,0,100,15,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
